id,status,assistant_content
open_ended_counterexample__136,rewritten,"Hangi hesapta parolayı güncellediğini karıştırıyorsan parola yöneticisinde basit bir işaret sistemi kullan: güncellediğin hesaplara bir etiket ya da not ekle. Güncellemeyi hep aynı sırayla yap: önce sitede parolayı değiştir, sonra yöneticide kaydedildiğini kontrol et. Emin olmadığın hesaplarda yöneticideki parolayla giriş yapmayı dene; çalışmazsa parolayı sıfırla ve yenisini hemen kaydet. Çoğu yöneticinin tekrar eden ya da zayıf parolaları gösteren bir güvenlik raporu da vardır."
open_ended_counterexample__137,rewritten,Aynı anda yürüttüğün her iş için ayrı bir pencere kullan ve iş bitince pencereyi kapat. “Sonra okurum” diye açık tuttuğun sekmeleri bir okuma listesine ya da yer imi klasörüne kaydedip kapat. Gün sonunda yalnızca yarın gerçekten devam edeceğin sekmeleri açık bırak. Açık bir sekme verilmemiş bir karardır; onu kaydedip kapatmak zihinsel yükü de azaltır.
open_ended_counterexample__138,rewritten,"Sekmeler birikir, çünkü her açık sekme ertelenmiş bir karardır: “Bunu okuyacak mıyım, işime yarayacak mı?” sorusunu cevaplamak yerine sekmeyi açık bırakırsın. Zamanla hangilerinin önemli olduğunu ayırt etmek zorlaşır ve bu da daha fazla erteleme getirir. Aktif iş, sonra oku ve arşiv ayrımı, her sekme için bu kararı hemen vermeni sağlar; böylece açık kalanlar gerçekten gerekli olanlardır."
open_ended_counterexample__139,rewritten,"Sekme grupları karmaşayı yalnızca daha düzenli gösterir; sekmeler yine açık kalır ve sayıları artmaya devam eder. Aktif iş, sonra oku ve arşiv ayrımı ise her sekmeye bir karar verdiğin için çoğunu kapatmanı sağlar. Bu yüzden ikinci yol daha etkili. Sekme gruplarını yalnızca aktif işlerini düzenlemek için kullanabilirsin."
open_ended_counterexample__140,rewritten,"Sonra oku listesi hiç açılmıyorsa, sekmeler hakkındaki kararı ertelemek için kullanılıyor demektir. Listeye bir şey eklerken ne zaman okuyacağını düşün; cevabın yoksa ekleme. Haftada bir 10 dakika ayırıp listeye bak ve bir haftadan eski, açmadığın bağlantıları sil. Gerçekten gerekirse onları yeniden bulabilirsin; çoğu zaman buna ihtiyaç bile kalmaz."
open_ended_counterexample__141,unchanged,
open_ended_counterexample__142,rewritten,"Asıl güçlük, zayıf sinyalin iki farklı nedeni olabilmesidir: ya yönlendiricinin sinyali odaya ulaşamıyordur ya da internet hattının kendisi yavaştır. Bunları karıştırmak yanlış çözüme para harcamana yol açar; hat yavaşsa yeni yönlendirici bir şey değiştirmez. Aynı cihazla yönlendiricinin yanında ve sorunlu odalarda hız testi yapmak nedeni ayırır. Sorun yalnızca uzak odalardaysa yönlendiricinin yerini değiştirmek ya da ek erişim noktası eklemek işe yarar."
open_ended_counterexample__143,rewritten,"Önce test etmek neredeyse her zaman daha mantıklı, çünkü birkaç dakika sürer ve para harcamadan sorunu çözebilir. Yönlendiriciyi daha merkezi ve açık bir yere taşımak ya da cihazı 2,4 GHz ile 5 GHz arasında değiştirmek çoğu zaman yeterli olur. Test sonucunda sorun kapsamadaysa yeni bir yönlendirici yerine mesh sistem ya da ek erişim noktası daha iyi bir yatırım olabilir."
open_ended_counterexample__144,rewritten,İlk gün aynı cihazla yönlendiricinin yanında ve sorunlu odalarda hız testi yap; böylece sorunun kapsamada mı yoksa hatta mı olduğunu görürsün. İlk hafta yönlendiriciyi daha merkezi ve açık bir yere taşıyıp tekrar ölç. Devamında sorun yalnızca uzak odalarda sürüyorsa mesh sistem ya da ek erişim noktası düşün; her yerde yavaşsa internet sağlayıcınla görüş.
open_ended_counterexample__145,rewritten,"Önce her cihazdaki fotoğrafların ayrı bir yedeğini al ve hiçbir şeyi silmeden başla. Sonra hepsini tek bir ortak arşive (bulut ya da harici disk) aktar ve çekim tarihine göre klasörle. Tekrar eden fotoğrafları bir araçla bul, ama silmeden önce birkaç örnekle gerçekten aynı olduklarını kontrol et. Arşiv hazır olunca yeni fotoğrafların oraya otomatik yedeklenmesini ayarla."
open_ended_counterexample__146,rewritten,"Önce yedekleyip kontrollü birleştirmek daha doğru, çünkü kaybolan fotoğraflar geri getirilemez. Her şeyi tek klasöre kopyalamak hızlıdır ama tekrarlarla ve karışık tarihlerle dolu bir arşiv bırakır. Bu yüzden önce yedek al, sonra tarih ve tekrar kontrolüyle birleştir. Biraz daha uzun sürer ama bir kez yapılacak bir iş ve sonuç çok daha kullanışlı olur."
open_ended_counterexample__147,unchanged,
open_ended_counterexample__148,rewritten,"Yanlış tarihler genellikle dosya tarihiyle çekim tarihinin karışmasından kaynaklanır: kopyalama ya da indirme sırasında dosya tarihi değişir, ama çekim tarihi fotoğrafın içindeki bilgide (EXIF) kalır. Yanlış görünen birkaç fotoğrafın bilgilerine bak; çekim tarihi doğruysa arşivini bu tarihe göre sıralayan bir araç kullan. Bu bilgi bazı fotoğraflarda hiç yoksa (örneğin mesajlaşma uygulamalarından gelenler), onları ayrı bir klasörde topla."
open_ended_counterexample__149,rewritten,"Güncellemeyle değişen ve seni rahatsız eden şeyleri kısaca listele. Her biri için önce ayarlar menüsünde, sonra uygulamanın “yenilikler” notlarında ya da destek sayfasında karşılığını ara; çoğu özellik kaldırılmamış, yalnızca yeri değişmiştir. Önemli bir işlev gerçekten kaldırıldıysa alternatif bir yöntem ya da uygulama düşün. Eski sürüme dönmek geçici bir çözüm olabilir ama güvenlik güncellemelerini kaçırmana yol açar."
open_ended_counterexample__150,rewritten,"Güncellemelerde özellikler genellikle kaldırılmaz, yalnızca yeri ya da adı değişir; bu yüzden önce yeni ayarlara bakmak çoğu zaman sorunu birkaç dakikada çözer. Eski sürüme dönmek ise rahat görünür ama güvenlik açıklarına ve diğer uygulamalarla uyumsuzluğa yol açabilir. Ayrıca eski sürümler bir süre sonra desteklenmez hâle gelir, yani sorunu yalnızca ertelemiş olursun."
open_ended_counterexample__151,rewritten,"Önce güncellemeyle değişen ve işini zorlaştıran şeyleri listele. Sonra her biri için ayarlar menüsünde ve uygulamanın yardım sayfasında karşılığını ara; çoğu özelliğin yalnızca yeri değişmiştir. Birkaç gün yeni düzeni kullan, çünkü bazı değişiklikler alışınca rahatsız etmez. Önemli bir işlev hâlâ eksikse alternatif bir çözüm ya da uygulama düşün."
open_ended_counterexample__152,rewritten,Ayarların her açılışta sıfırlanması büyük ihtimalle senin hatan değil: uygulama ayarları kaydedemiyor. Önce uygulamayı tamamen kapatıp yeniden aç ve ayarın kalıp kalmadığına bak. Kalmıyorsa uygulamayı güncelle ya da önbelleğini temizle; bu da işe yaramazsa silip yeniden yükle. Bulut eşitlemesi varsa başka bir cihazdaki eski ayarlar yenilerinin üzerine yazıyor olabilir. Sorun sürerse destek sayfasına bak; muhtemelen başkaları da aynı sorunu yaşıyordur.
open_ended_counterexample__153,rewritten,"Tek bir uygulamada anlaşın (farklı telefonlar varsa Google Takvim, herkes iPhone kullanıyorsa iCloud) ve “Aile” adında ayrı bir ortak takvim açın. Buraya yalnızca birden fazla kişiyi ilgilendiren randevu, ziyaret ve tatilleri ekleyin; kişisel işler herkesin kendi takviminde kalsın. Başlığa kişinin adını yazın (“Elif – Dişçi”). Bir etkinliği kim eklediyse, değiştiğinde de o güncellesin."
open_ended_counterexample__154,rewritten,"Ortak takvimlerin karışmasının nedeni, herkesin tüm etkinliklerinin aynı yerde görünmesidir: kimseyi ilgilendirmeyen etkinlikler önemli olanları gizler, sürekli gelen bildirimler de insanları takvimden uzaklaştırır. Yalnızca birden fazla kişiyi ilgilendiren etkinlikleri ayrı bir ortak takvimde tutmak bu gürültüyü azaltır. Böylece herkes ortak takvime baktığında yalnızca kendisini ilgilendireni görür ve takvim gerçekten kullanılır."
open_ended_counterexample__155,rewritten,"Yalnızca ortak işleri ayrı bir takvimde tutmak daha iyi. Herkesin tüm etkinliklerini tek takvime koymak başta kolay görünür ama kısa sürede kalabalıklaşır, önemli etkinlikler kaybolur ve gereksiz bildirimler herkesi rahatsız eder. Ayrı bir ortak takvim hem düzenli kalır hem de kişisel takvimleri gizli tutar. Gerekirse kişisel takvimleri yalnızca “meşgul” olarak paylaşabilirsiniz."
open_ended_counterexample__156,rewritten,"Aynı etkinliğin iki kez eklenmesinin nedeni genellikle kimin eklemesi gerektiğinin belli olmamasıdır. Basit bir kural koyun: etkinliği onu ilgilendiren ya da ilk öğrenen kişi ekler, diğerleri eklemeden önce takvime bakar. Başlıkları da standartlaştırın (örneğin “Elif – Dişçi”), böylece aynı etkinlik kolayca fark edilir. Kişisel takvimlerden ortak takvime otomatik kopyalama ayarı varsa onu da kontrol edin, çünkü tekrarlar bazen oradan gelir."
open_ended_counterexample__157,unchanged,
open_ended_counterexample__158,rewritten,"Asıl güçlük, eşitleme ile yedeklemenin aynı şey sanılmasıdır. Eşitleme dosyaların her cihazda aynı olmasını sağlar; yani yanlışlıkla sildiğin ya da bozulan bir dosya diğer cihazlarda da silinir ya da bozulur. Gerçek yedek ise eski sürümlere dönebilmeni sağlar. Bu yüzden eşitlemenin yanında sürüm geçmişi olan ayrı bir yedek tutmak ve onu ara sıra geri yükleyerek test etmek gerekir."
open_ended_counterexample__159,rewritten,Yalnızca bulut eşitlemesi kurulumu kolaydır ama tek başına yedek sayılmaz: yanlışlıkla silinen ya da fidye yazılımıyla şifrelenen dosyalar buluta da aynen yansır. Katmanlı düzen (bulut + harici diskte ayrı bir yedek) biraz daha emek ister ama bu riskleri ortadan kaldırır. Başlangıç için bulut eşitlemesini kur ve sürüm geçmişinin açık olduğundan emin ol; ardından önemli dosyalar için ayda bir harici diske yedek almayı ekle.
open_ended_counterexample__160,rewritten,İlk gün kaybetmek istemediğin klasörleri belirle ve otomatik yedeklemeyi kur; sürüm geçmişinin açık olduğundan emin ol. İlk hafta bir dosyayı silip yedekten geri yüklemeyi dene; yedeğin çalıştığını ancak böyle bilirsin. Devamında önemli dosyalar için ayda bir harici diske ayrı bir yedek al ve arada bir geri yükleme testini tekrarla.
open_ended_counterexample__161,rewritten,"Her sabah o gün mutlaka bitirmek istediğin en fazla üç işi seç. Diğer işleri ve fikirleri ayrı bir “bekleyenler” listesine taşı ki her gün önüne gelmesinler. Gün sonunda bitmeyen bir iş olursa nedenine kısaca bak: çok mu büyüktü, yoksa araya başka işler mi girdi? Tek bir uzun listede her şey aynı önemde görünür ve başlamak zorlaşır."
open_ended_counterexample__162,rewritten,"Daha ayrıntılı bir uygulama sorunu çözmez, çünkü sorun listenin nerede tutulduğu değil, çok uzun olması. Aktif işleri sınırlayıp gerisini ayrı tutmak ise her gün yalnızca gerçekten yapılabilecek işlere odaklanmanı sağlar. Bu yüzden ikinci yol daha etkili ve mevcut uygulamanla da yapılabilir. Yeni bir uygulamayı ancak mevcut aracın bunu desteklemiyorsa düşün."
open_ended_counterexample__163,rewritten,"İlk hafta her sabah o günün en fazla üç işini seç ve diğerlerini bir bekleyenler listesine taşı. Gün sonunda bitmeyen işlerin nedenini kısaca not et. İkinci hafta bu notlara bak: işler çok mu büyük, yoksa araya giren işler mi sorun? Büyükse onları daha küçük adımlara böl; araya giren işler çoksa üç yerine iki iş seç ve kalan zamanı onlara bırak."
open_ended_counterexample__164,rewritten,"Seçtiğin üç iş küçük talepler arasında kayboluyorsa sorun seçimde değil, zamanın korunmamasında. Bir-iki gün boyunca bu taleplerin ne zaman ve kimden geldiğini not et. Günün bir bölümünü (örneğin ilk iki saati) önemli işlere ayır ve küçük talepleri daha sonraki bir zaman bloğunda topla. Gerçekten acil olmayan taleplere hemen dönmek yerine “bugün öğleden sonra bakarım” demek çoğu zaman yeterlidir."
open_ended_counterexample__165,rewritten,Her çalışma oturumunu bitirirken iki şey yaz: nerede kaldığını ve bir sonraki somut adımı (“X fonksiyonunu test et” gibi). Takıldığın ya da başkasından beklediğin şeyleri de ayrıca not et. Bu notu projenin dosyalarının yanında ya da tüm projeler için tek bir yerde tut. Projeye döndüğünde her şeyi yeniden hatırlamaya çalışmak yerine yalnızca bu notu okuman yeterli olur.
open_ended_counterexample__166,rewritten,"Bir projeye geri dönmek zordur, çünkü nerede kaldığını, ne yapmak üzere olduğunu ve neyin eksik olduğunu yeniden hatırlaman gerekir; bu da başlamayı ertelemene yol açar. Son durumu ve sıradaki adımı kısa bir notla kaydetmek bu yükü ortadan kaldırır: döndüğünde düşünmek yerine hemen başlayabilirsin. Bu, birden fazla proje arasında sık geçiş yaptığında özellikle çok zaman ve enerji kazandırır."
open_ended_counterexample__167,rewritten,Önce her çalışma oturumunun sonunda tek cümleyle nerede kaldığını yazmaya başla; en kolay ve en etkili adım bu. Bu alışkanlık oturunca buna bir sonraki somut adımı ekle. En son takıldığın ya da başkasından beklediğin şeyleri ayrı bir yerde not etmeye başla. Hepsini aynı anda başlatmak yerine her birini birkaç gün uygulayıp sonra yenisini ekle.
open_ended_counterexample__168,rewritten,Notların varken hangisinin güncel olduğunu anlayamıyorsan notlar muhtemelen üst üste birikiyor ve eskiler silinmiyor. Her proje için tek bir “güncel durum” notu tut ve her oturumdan sonra yenisini eklemek yerine onu yeniden yaz; başına tarihi de ekle. Geçmiş bilgileri saklamak istersen ayrı bir arşive taşı. Böylece bir projeye döndüğünde yalnızca tek bir nota bakarsın.
open_ended_counterexample__169,rewritten,"Bir hafta boyunca sık yaptığın işlerin gerçekte ne kadar sürdüğünü kaydet; tahminlerinin genelde ne kadar saptığını görürsün. Planlarken bu gerçek süreleri kullan ve üzerine biraz pay ekle. Günün yaklaşık beşte birini beklenmedik işler için boş bırak. Tahminler genellikle işin kendisini hesaplar ama geçişleri, kesintileri ve küçük aksaklıkları unutur."
open_ended_counterexample__170,rewritten,"Tahminler sürekli aşılır, çünkü bir işi planlarken her şeyin yolunda gideceğini varsayarız: kesintileri, iş değiştirmenin getirdiği zaman kaybını ve beklenmedik sorunları hesaba katmayız. Bu neredeyse herkeste görülen bir eğilimdir ve daha çok çabalamak onu düzeltmez. Geçmiş işlerin gerçek sürelerini ölçmek tahminlerini gerçeğe yaklaştırır; tampon bırakmak da beklenmedik şeylerin tüm planı bozmasını önler."
open_ended_counterexample__171,rewritten,"Takvimi daha sıkı doldurmak sorunu kötüleştirir: tahminlerin zaten aşılıyorsa daha sıkı bir plan daha çok gecikme demektir. Geçmiş süreleri ölçüp tampon bırakmak ise planını gerçekçi hâle getirir. Bu yüzden ikinci yol açıkça daha iyi. Başlamak için bir hafta boyunca işlerinin gerçek sürelerini kaydet, sonra planlarını bu verilere göre yap."
open_ended_counterexample__172,rewritten,"Tamponu yeni görevlerle dolduruyorsan tampon planın bir parçası gibi değil, boş zaman gibi görünüyor. Onu takvimde “beklenmedik işler” adıyla ayrı bir blok olarak işaretle ve yalnızca uzayan ya da araya giren işler için kullan. Yeni bir görev geldiğinde önce mevcut plandan neyin çıkacağına karar ver. Gün sonunda tampon boş kalırsa o zaman listenden bir işe geçebilirsin."
open_ended_counterexample__173,rewritten,İşi yirmi dakikada yapılabilecek ilk adıma indir: “raporu yaz” yerine “rapor için üç başlık belirle”. Bu adımı takvimde belirli bir gün ve saate koy ve o zamanı başka işe verme. Oturumun sonunda bir sonraki başlangıç noktasını not et ki bir dahaki sefere düşünmeden başlayabilesin. Belirsiz ve büyük işler acil işlere hep yenilir; küçük ve belli bir adım ise başlamayı kolaylaştırır.
open_ended_counterexample__174,rewritten,"Asıl güçlük, acil işlerin hemen bir baskı yaratması, önemli ama acil olmayan işlerin ise her gün biraz daha ertelenebilmesidir; bu yüzden her gün acil işler kazanır. Üstelik önemli işler genellikle büyük ve belirsizdir, bu da başlamayı zorlaştırır. Bunu azaltmak için işi küçük ve somut bir ilk adıma indirip takvimde belirli bir zamana koy; böylece o iş de bir randevuya dönüşür."
open_ended_counterexample__175,rewritten,"Motivasyon beklemek genellikle işe yaramaz, çünkü motivasyon çoğu zaman bir işe başladıktan sonra gelir, önce değil. Küçük ve takvimli başlangıçlar hem başlamayı kolaylaştırır hem de ilerledikçe motivasyonu beraberinde getirir. Bu yüzden ikinci yol açıkça daha iyi. Başlamak için haftada iki-üç kez 20 dakikalık küçük oturumlar planla."
open_ended_counterexample__176,rewritten,"İlk gün ertelediğin işi seç, yirmi dakikada yapılabilecek bir ilk adıma indir ve bu adımı takvimde belirli bir zamana koy. İlk hafta bu kısa oturumları haftada iki-üç kez yap ve her oturumun sonunda bir sonraki adımı not et. Devamında oturumları bir rutine dönüştür ve kolaylaştıkça süresini artır; işin ilerlediğini görmek sürdürmeyi de kolaylaştırır."
open_ended_counterexample__177,rewritten,"E-postayı gün boyu açık tutmak yerine günde 2-4 sabit zamanda kontrol et. Kontrol ettiğinde hızlıca yanıtlanabilecekleri hemen cevapla, iş gerektirenleri görev listene ekle. Gerçekten acil durumlar için ekiple e-posta dışında bir kanal (telefon ya da anlık mesaj) belirleyin. E-posta çoğu işte anlık bir iletişim aracı değildir, bu yüzden birkaç saat beklemek genellikle sorun yaratmaz."
open_ended_counterexample__178,rewritten,"Gelen kutusunu sürekli açık tutmak her mesajı hemen görmeni sağlar ama gününü sürekli bölerek işlerini uzatır. Belirli kontrol zamanları ve bir acil kanal ise hem odaklanmanı hem de gerçekten acil şeyleri kaçırmamanı sağlar. Bu yüzden ikinci yol daha iyi. İşin gerçekten hızlı yanıt gerektiriyorsa (örneğin müşteri desteği) kontrol aralıklarını kısalt, ama gelen kutusunu sürekli açık tutma."
open_ended_counterexample__179,rewritten,"İlk hafta e-postayı günde birkaç sabit zamanda kontrol et ve bildirimlerini kapat. Acil durumlar için ekiple başka bir kanal belirleyin. Hafta sonunda önemli bir şeyi kaçırıp kaçırmadığına bak ve gerekirse kontrol sıklığını ayarla. İkinci hafta her kontrolde hızlı yanıt gerekenleri hemen cevapla, iş gerektirenleri görev listene taşı; böylece gelen kutusu bir yapılacaklar listesi olmaktan çıkar."
open_ended_counterexample__180,rewritten,"Kontrol saatleri arasında e-postayı düşünmen genellikle önemli bir şeyi kaçırma kaygısından kaynaklanır. Bir süre gerçekten acil bir mesajın ne sıklıkla geldiğine dikkat et; çoğu zaman sandığından çok daha azdır. Acil durumlar için ekiple başka bir kanal belirle; acil bir şey olursa sana ulaşılacağını bilmek, arada e-postayı düşünme ihtiyacını azaltır."
open_ended_counterexample__181,rewritten,"Toplantıdan önce not sayfanın başına toplantının amacını yaz. Toplantıda her şeyi değil, yalnızca alınan kararları, açık kalan soruları ve yapılacak işleri kaydet. Her yapılacak işin yanına kimin yapacağını ve ne zamana kadar yapacağını ekle. Toplantıdan sonra bu notu kısa bir özet olarak katılımcılarla paylaş."
open_ended_counterexample__182,rewritten,"Toplantı notları sonradan işe yaramaz, çünkü genellikle konuşmanın özeti olarak tutulur: ne söylendiğini gösterir ama neye karar verildiğini ve kimin ne yapacağını göstermez. Karar, gerekçe ve eylemleri ayırmak bu bilgileri hemen bulunur kılar. Böylece haftalar sonra bile neye neden karar verildiğini ve kimin sorumlu olduğunu kolayca görebilirsin."
open_ended_counterexample__183,rewritten,"Önce toplantıdan önce not sayfana toplantının amacını yazmaya başla. Bu alışkanlık oturunca toplantıda yalnızca kararları ve açık soruları kaydetmeye geç. Son olarak her yapılacak işe kimin yapacağını ve tarihini ekle. Her adımı birkaç toplantıda denedikten sonra bir sonrakine geçmek, yeni düzeni zorlanmadan oturtmanı sağlar."
open_ended_counterexample__184,rewritten,"Kararla öneriyi karıştırıyorsan toplantıda bir konunun karara bağlanıp bağlanmadığı muhtemelen netleşmiyor. Bir konu kapanırken “Bunu karar olarak yazıyorum, doğru mu?” diye sor. Notlarında kararları ve önerileri ayrı başlıklarda tut. Emin olmadıklarını “açık soru” olarak işaretle ve notu paylaşırken teyit iste."
open_ended_counterexample__185,rewritten,"Dosya ararken gerçekten kullanılan 2-3 bilgiyi seçin, örneğin tarih, proje adı ve kısa açıklama. Tarih için tek bir biçimde anlaşın (sıralamanın doğru çalışması için YYYY-AA-GG gibi) ve kuralı birkaç örnek adla gösterin. Eski dosyaları değiştirmeye uğraşmayın, kuralı yalnızca yeni dosyalarda uygulayın. Kural ne kadar kısa olursa ekip ona o kadar uyar."
open_ended_counterexample__186,rewritten,"Adlandırma tutarsızlığının nedeni genellikle kuralın olmaması değil, fazla karmaşık olmasıdır: uzun ve ayrıntılı kurallar hatırlanmaz ve herkes onları kendince yorumlar. Yalnızca aramada gerçekten kullanılan birkaç alanı standartlaştırmak kuralı herkes için kolay ve anlaşılır kılar. Tarihin doğru biçimde yazılması da dosyaların otomatik olarak doğru sıralanmasını sağlar."
open_ended_counterexample__187,rewritten,"Aranabilir birkaç alanı standartlaştırmak daha iyi. Çok ayrıntılı zorunlu şablonlar kâğıt üzerinde tutarlı görünür ama uygulaması zor olduğu için ekip kısa sürede atlamaya başlar. Birkaç alanla sınırlı basit bir kural daha kolay benimsenir ve arama ile sıralama için yeterlidir. Belli bir süreç ya da yasal gereklilik ek bilgi gerektiriyorsa, onu yalnızca o dosyalar için ekleyin."
open_ended_counterexample__188,rewritten,"Sürüm kelimeleri farklı anlamlarda kullanılıyorsa sorun kelimelerin tanımlanmamış olmasıdır. Birkaç sürüm durumunu açıkça tanımlayın, örneğin “taslak”, “inceleme”, “onaylı”, ve her birinin ne anlama geldiğini tek cümleyle yazın. “Final” gibi belirsiz kelimeleri kullanmayın, çünkü sonunda “final2” gibi adlara yol açar. Mümkünse eski sürümleri dosya adında değil, bulut hizmetinin sürüm geçmişinde tutun."
open_ended_counterexample__189,rewritten,"Haftalık hedefi, bittiğinde somut olarak gösterebileceğin bir sonuca çevir: “raporla ilgilen” yerine “raporun ilk taslağını gönder”. Bu sonuç için 2-3 ara adım belirle. Her adımı hafta içinde gerçekten zamanın olan günlere yerleştir. Belirsiz bir hedef ne zaman bittiğini ve bugün ne yapman gerektiğini söylemez; somut bir sonuç bunu netleştirir."
open_ended_counterexample__190,rewritten,"Asıl güçlük, haftalık hedefin genellikle bir niyet olarak yazılmasıdır: “projede ilerle” demek hangi gün ne yapacağını ve ne zaman bittiğini söylemez. Günlük planlama sırasında bu belirsiz hedef, somut ve acil işlerin gerisinde kalır. Hedefi somut bir sonuca ve birkaç ara adıma dönüştürmek, her gün neye çalışacağını netleştirir."
open_ended_counterexample__191,rewritten,"Hedefi her sabah okumak onu hatırlatır ama ne yapacağını söylemez, bu yüzden genellikle bir şey değiştirmez. Ölçülebilir ara çıktılar tanımlamak ise her gün hangi adımı atacağını netleştirir. Bu yüzden ikinci yol açıkça daha etkili. İkisini birleştirebilirsin: sabahları hedefi değil, o günün ara çıktısını oku."
open_ended_counterexample__192,rewritten,İlk gün haftalık hedefini somut bir sonuca dönüştür ve bu sonuç için 2-3 ara adım belirle. İlk hafta bu adımları zamanın olan günlere yerleştir ve her gün sonunda o günün adımını tamamlayıp tamamlamadığına bak. Devamında her hafta sonunda kısa bir değerlendirme yap: hangi adımlar gecikti ve neden? Bir sonraki haftayı bu bilgiyle planla.
open_ended_counterexample__193,rewritten,"Bundan sonra kullanacağın tek bir ana uygulama seç ve tüm yeni notları oraya yaz. Eski notların hepsini birden taşımaya uğraşma, yalnızca ihtiyaç duydukça taşı. Haftada bir kısa bir süre ayırıp yeni notları düzenle ya da sil. Eski notların çoğuna bir daha ihtiyaç duymayacağın için yeni akışı düzeltmek çok daha hızlı fayda sağlar."
open_ended_counterexample__194,rewritten,"Yeni notlar için tek giriş noktası seçmek daha mantıklı. Tüm eski notları taşımak çok zaman alır ve çoğunu bir daha kullanmayacaksın; sorun zaten eski notlarda değil, yeni notların farklı yerlere dağılmasında. Yeni notları tek bir yere yazmaya başla, eskileri ihtiyaç duydukça taşı. Eski uygulamaları hemen silme, bir süre arşiv olarak kalsınlar."
open_ended_counterexample__195,rewritten,"İlk hafta bir ana uygulama seç ve tüm yeni notları oraya yaz; diğer uygulamaları telefonunda gözden uzak bir klasöre taşı. İhtiyaç duyduğun eski notları buldukça ana uygulamaya aktar. İkinci hafta haftalık kısa bir düzenleme alışkanlığı ekle: yeni notları gözden geçir, gerekirse sil ya da düzenle. İki haftanın sonunda eski uygulamalara ne sıklıkla baktığına göre onları tamamen bırakıp bırakmayacağına karar ver."
open_ended_counterexample__196,rewritten,"Etiketlerin hızla çoğalması, neredeyse her not için yeni bir etiket oluşturduğunu gösterir; bu durumda etiketler bulmaya değil, sadece sınıflandırmaya yarıyor. Mevcut etiketlerine bak ve yalnızca birkaç kez kullanılanları birleştir ya da sil. 5-10 temel etiketle sınırlı kal ve yeni etiket eklemeden önce mevcutlardan birinin uyup uymadığına bak. Çoğu durumda iyi bir arama, çok sayıda etiketten daha işe yarar."
open_ended_counterexample__197,rewritten,"Günün başında o günün en önemli tek sonucunu seç ve ona en verimli saatlerini ayır. E-posta ve küçük zorunlu işleri günün belli bir zaman diliminde topla. Akşam kaç iş bitirdiğini değil, önemli sonuçta ne kadar ilerlediğini not et. Çok sayıda küçük iş yapmak meşgul hissettirir, ama asıl ilerleme önemli sonuçlarda olur."
open_ended_counterexample__198,rewritten,"Çok sayıda küçük görevi tamamlamak hareket hissi verir ama önemli hedeflerde görünür bir ilerleme sağlamayabilir; bu yüzden yoğun bir günün sonunda bile ilerlememiş hissedersin. Önemli sonuçları ve bakım işlerini ayrı değerlendirmek, gününün ne kadarının gerçekten ilerlemeye gittiğini görmeni sağlar. Böylece önemli işe yeterince zaman ayırıp ayırmadığını fark eder ve planını buna göre değiştirebilirsin."
open_ended_counterexample__199,rewritten,"Önce her sabah o günün en önemli tek sonucunu seçmeye başla. Bu oturunca küçük zorunlu işleri günün belli bir zaman diliminde toplamaya geç. En son akşamları bitirdiğin iş sayısı yerine önemli sonuçtaki ilerlemeyi kaydetmeyi ekle. Birkaç gün arayla tek tek eklemek, hepsini aynı anda başlatmaktan daha kolay oturur."
open_ended_counterexample__200,rewritten,Önemli işe başlayınca küçük taleplerin gelmesi genellikle o saatte ulaşılabilir olmandan kaynaklanır. Birkaç gün boyunca bu taleplerin ne zaman ve hangi kanaldan geldiğini not et. Önemli işi taleplerin en az geldiği saate taşı ve o sürede bildirimleri kapat. Gerçekten acil olmayan taleplere “bir saat sonra bakarım” demek genellikle yeterlidir.
