id,split,training_eligible,exclusion_reason,source,source_id,category,input_text,target_text,part_of_speech,variants,quality_status
wiktionary-02012,train,true,,wiktionary,2012,lexicon,къэгъэгъунэн,to guard someone,verb,къэгъэгъунэн,accepted
wiktionary-02013,train,true,,wiktionary,2013,lexicon,къэгъэзэгъу,place of turning; turning zone,noun,къэгъэзэгъу,accepted
wiktionary-02014,test,true,,wiktionary,2014,lexicon,къэгъэзэн,to come back ; to turn something (toward the speaker),verb,къэгъэзэн,accepted
wiktionary-02015,train,true,,wiktionary,2015,lexicon,къэгъэкӏохьын,to circle something; to surround something,verb,къэгъэкӏохьын,accepted
wiktionary-02016,train,true,,wiktionary,2016,lexicon,къэгъэкӏэхьын,to circle,verb,къэгъэкӏэхьын,accepted
wiktionary-02017,train,true,,wiktionary,2017,lexicon,къэгъэлъэгъоны,show,noun,къэгъэлъэгъоны | къэгъэлъэгъоныхэм | къэгъэлъэгъоныр | къэгъэлъэгъоным | къэгъэлъэгъоныхыу | къэгъэлъэгъоныу | къэгъэлъэгъоныкӏэ | къэгъэлъэгъоныхэкӏэ | къэгъэлъэгъоныхэмэ | къэгъэлъэгъоныхэр,accepted
wiktionary-02018,test,true,,wiktionary,2018,lexicon,къэгъэнэжьын,to save,verb,къэгъэнэжьын,accepted
wiktionary-02019,train,true,,wiktionary,2019,lexicon,къэгъэнэн,"to leave something (To cause or allow (something) to remain as available) ; to leave someone, to leave alone someone ; to abandon someone",verb,къэгъэнэн,accepted
wiktionary-02020,train,true,,wiktionary,2020,lexicon,къэгъэуцун,to stop someone/something ; to arrest,verb,къэгъэуцун,accepted
wiktionary-02021,train,true,,wiktionary,2021,lexicon,къэгъэучъыӏын,to make it cold ; (Kfar Kama dialect) to be naughty,verb,къэгъэучъыӏын,accepted
wiktionary-02022,validation,true,,wiktionary,2022,lexicon,къэгъэущын,to awake someone,verb,къэгъэущын,accepted
wiktionary-02023,train,true,,wiktionary,2023,lexicon,къэгъэфын,"to cause, to make it occur, to make it so that",verb,къэгъэфын,accepted
wiktionary-02024,train,true,,wiktionary,2024,lexicon,къэгъэхъэн,to earn ; to get ahold of a certain possession,verb,къэгъэхъэн | гъэхъэн,accepted
wiktionary-02025,train,true,,wiktionary,2025,lexicon,къэгъэхын,to irritate,verb,къэгъэхын,accepted
wiktionary-02026,validation,true,,wiktionary,2026,lexicon,къэгъэӏун,to make a sound/noise or make something do noise (Like using a device or instrument to make noise/sound for example radio),verb,къэгъэӏун,accepted
wiktionary-02027,train,true,,wiktionary,2027,lexicon,къэжьын,"to puke, to vomit",verb,къэжьын,accepted
wiktionary-02028,train,true,,wiktionary,2028,lexicon,къэи,burp,verb,къэи,accepted
wiktionary-02029,train,true,,wiktionary,2029,lexicon,къэкъун,to fart,verb,къэкъун,accepted
wiktionary-02030,train,true,,wiktionary,2030,lexicon,къэкъушъун,to fart,verb,къэкъушъун | къэхъушъун,accepted
wiktionary-02031,test,true,,wiktionary,2031,lexicon,къэкӏожьын,"to return (here), to return back",verb,къэкӏожьын,accepted
wiktionary-02032,train,true,,wiktionary,2032,lexicon,къэкӏорэ гъэ,next year,adv,къэкӏорэ гъэ | къэкӏорэгъэ,accepted
wiktionary-02033,train,true,,wiktionary,2033,lexicon,къэкӏорэтхьэмафэ,next week,adv,къэкӏорэтхьэмафэ | къэкӏорэтхьэмафэм | къэкӏорэтхьэмафэр | къэкӏорэтхьэмафэхэ | къэкӏорэтхьэмафэхэр | къэкӏорэтхьэмафэхэмэ | къэкӏорэтхьэмафэхэм | къэкӏорэтхьэмафэхэкӏэ | къэкӏорэтхьэмафэу | къэкӏорэтхьэмафэкӏэ | къэкӏорэтхьэмафэхыу,accepted
wiktionary-02034,validation,true,,wiktionary,2034,lexicon,къэкӏухьан,"to walk around ; to perambulate, to roam, to stroll, to ramble",verb,къэкӏухьан | къэкӏохьын,accepted
wiktionary-02035,train,true,,wiktionary,2035,lexicon,къэкӏыгъэхэр,plants,noun,къэкӏыгъэхэр | къэкӏыгъэхэрэкӏэ | къэкӏыгъэхэрэхэ | къэкӏыгъэхэрэ | къэкӏыгъэхэрэхэмэ | къэкӏыгъэхэрэхэр | къэкӏыгъэхэрэхыу | къэкӏыгъэхэрэм | къэкӏыгъэхэрэхэкӏэ | къэкӏыгъэхэрэхэм | къэкӏыгъэхэрэр | къэкӏыгъэхэрыу,accepted
wiktionary-02036,validation,true,,wiktionary,2036,lexicon,къэкӏын,to come from ; to be grown (hair),verb,къэкӏын,accepted
wiktionary-02037,train,true,,wiktionary,2037,lexicon,къэлапчъ,gate,noun,къэлапчъ | къэлапчъэм | къэлапчъэхэм | къэлапчъэкӏэ | къэлапчъыу | къэлапчъэхыу | къэлапчъэхэмэ | къэлапчъэр | къэлапчъэхэ | къэлапчъэхэкӏэ | къэлапчъэхэр | къэлапчъэ,accepted
wiktionary-02038,train,true,,wiktionary,2038,lexicon,къэлар,"victory onion, Allium victorialis",noun,къэлар,accepted
wiktionary-02039,train,true,,wiktionary,2039,lexicon,къэлъ-гулъ,high quality animal food,noun,къэлъ-гулъ,accepted
wiktionary-02040,train,true,,wiktionary,2040,lexicon,къэлъы,lettuce,noun,къэлъы | къэлъыхэр | къэлъыр | къэлъым | къэлъыу | къэлъыхэмэ | къэлъыкӏэ | къэлъыхыу | къэлъыхэкӏэ | къэлъыхэм,accepted
wiktionary-02041,train,true,,wiktionary,2041,lexicon,къэлэдэс,townsman ; citizen (resident of a city or town),noun,къэлэдэс | къэлэдэсэхэмэ | къэлэдэсэ | къэлэдэсэхэм | къэлэдэсэхэкӏэ | къэлэдэсыу | къэлэдэсэхэ | къэлэдэсэм | къэлэдэсэхэр | къэлэдэсэхыу | къэлэдэсэкӏэ | къэлэдэсэр,accepted
wiktionary-02042,train,true,,wiktionary,2042,lexicon,къэлэм,pen ; pencil,noun,къэлэм | къэлэмэхэ | къэлэмэм | къэлэмэ | къэлэмэкӏэ | къэлэмыу | къэлэмэхэкӏэ | къэлэмэхэмэ | къэлэмэхэр | къэлэмэхэм | къэлэмэр | къэлэмэхыу,accepted
wiktionary-02043,train,true,,wiktionary,2043,lexicon,къэлэмдалъхьэ,pencil case,noun,къэлэмдалъхьэ | къэлэмдалъхьэхэ | къэлэмдалъхьэхэр | къэлэм далъхьэм | къэлэм далъхьэхэмэ | къэлэм далъхьэкӏэ | къэлэмдалъхьэхэм | къэлэм далъхьэхыу | къэлэм далъхьэ | къэлэмдалъхьэхэкӏэ | къэлэмдалъхьэр | къэлэмдалъхьэхэмэ | къэлэм далъхьэр | къэлэмдалъхьэм | къэлэм далъхьэхэ | къэлэмдалъхьэхыу | къэлэм далъхьэхэкӏэ | къэлэм далъхьэхэр | къэлэм далъхьэу | къэлэмдалъхьэкӏэ | къэлэм далъхьэхэм | къэлэмдалъхьэу,accepted
wiktionary-02044,train,true,,wiktionary,2044,lexicon,къэлэсэрай,"fortress, palace, Palace (fenced),",noun,къэлэсэрай | къэлэсэраихэкӏэ | къэлэсэраиу | къэлэсэраикӏэ | къэлэсэраихэр | къэлэсэраир | къэлэсэраи | къэлэсэраим | къэлэсэраихыу | къэлэсэраихэм | къэлэсэраихэмэ,accepted
wiktionary-02045,train,true,,wiktionary,2045,lexicon,къэмлан,box,noun,къэмлан | къэмланэм | къэмланэхэм | къэмланэхыу | къэмланыу | къэмланэхэ | къэмланэкӏэ | къэмланэхэмэ | къэмланэхэкӏэ | къэмланэр | къэмланэхэр | къэмланэ,accepted
wiktionary-02046,train,true,,wiktionary,2046,lexicon,къэмэхын,"to faint, to pass out",verb,къэмэхын | мэхын,accepted
wiktionary-02047,train,true,,wiktionary,2047,lexicon,къэнэн,"to be remained, to be left",verb,къэнэн,accepted
wiktionary-02048,train,true,,wiktionary,2048,lexicon,къэнэхъэжьын,to survive; to live past a life-threatening event,verb,къэнэхъэжьын,accepted
wiktionary-02049,test,true,,wiktionary,2049,lexicon,къэон,to explode,verb,къэон,accepted
wiktionary-02050,train,true,,wiktionary,2050,lexicon,къэплъан,tiger,noun,къэплъан,accepted
wiktionary-02051,train,true,,wiktionary,2051,lexicon,къэпсын,to light; to illuminate; to provide light for when it is dark. ; to sneeze,verb,къэпсын | къэпсэн | псын | псэн,accepted
wiktionary-02052,train,true,,wiktionary,2052,lexicon,къэптан,caftan (clothes) ; jubbah (loose outer garment),noun,къэптан | къэптанэхэр | къэптанэхэмэ | къэптанэкӏэ | къэптанэм | къэптанэр | къэптанэхыу | къэптанэ | къэптанэхэм | къэптаныу | къэптанэхэ | къэптанэхэкӏэ,accepted
wiktionary-02053,train,true,,wiktionary,2053,lexicon,къэпы,"tough ; rotten, old and broken",adj | noun,къэпы | къэпыкӏэ | къэпыр | къэпым | къэпыхыу | къэпыхэкӏэ | къэпыхэм | къэпыхэмэ | къэпыхэр | къэпыу,accepted
wiktionary-02054,train,true,,wiktionary,2054,lexicon,къэраб,grey haired ; dandelion,adj,къэраб,accepted
wiktionary-02055,train,true,,wiktionary,2055,lexicon,къэрабгъэ,coward,adj,къэрабгъэ | къэрэбгъэ,accepted
wiktionary-02056,train,true,,wiktionary,2056,lexicon,къэрал,country ; state,noun,къэрал | къэралыгъуэ | къэралыгъуэм | къэралыгъуэхэкӏэ | къэралыгъуэкӏэ | къэралыгъуэхэм | къэралыгъухыу | къэралыгъуэхэр | къэралыгъуыу | къэралыгъуэр | къэралыгъуэхэ | къэралыгъуэхэмэ | къэралыгъу,accepted
wiktionary-02057,train,true,,wiktionary,2057,lexicon,къэркъэтэн,"to tremble, to quake, to shake",verb,къэркъэтэн,accepted
wiktionary-02058,train,true,,wiktionary,2058,lexicon,къэрэгъул,guard,noun,къэрэгъул,accepted
wiktionary-02059,train,true,,wiktionary,2059,lexicon,къэрэу,stork (bird),noun,къэрэу,accepted
wiktionary-02060,train,true,,wiktionary,2060,lexicon,къэсшъхьэпкӏэтын,to get up quickly,verb,къэсшъхьэпкӏэтын | сшъхьэпкӏэтын | къэсшъхьэпкӏьэтын,accepted
wiktionary-02061,train,true,,wiktionary,2061,lexicon,къэсын,to arrive,verb,къэсын,accepted
wiktionary-02062,test,true,,wiktionary,2062,lexicon,къэугупшысын,"to make up, to think out, to devise, to contrive, to invent",verb,къэугупшысын,accepted
wiktionary-02063,train,true,,wiktionary,2063,lexicon,къэугъоин,to gather ; to collect,verb,къэугъоин,accepted
wiktionary-02064,train,true,,wiktionary,2064,lexicon,къэун,to smell (a smell to approach),verb,къэун,accepted
wiktionary-02065,train,true,,wiktionary,2065,lexicon,къэунэ,mausoleum,noun,къэунэ | къэун,accepted
wiktionary-02066,train,true,,wiktionary,2066,lexicon,къэутхын,to splash water,verb,къэутхын,accepted
wiktionary-02067,train,true,,wiktionary,2067,lexicon,къэучъыӏын,to become cold,verb,къэучъыӏын,accepted
wiktionary-02068,validation,true,,wiktionary,2068,lexicon,къэущын,to wake up,verb,къэущын,accepted
wiktionary-02069,validation,true,,wiktionary,2069,lexicon,къэфын,"to cause, to occur, to be so that",verb,къэфын,accepted
wiktionary-02070,train,true,,wiktionary,2070,lexicon,къэхалъэ,graveyard,noun,къэхалъэ | къэхалъэхэм | къэхалъэхыу | къэхалъэм | къэхалъэхэмэ | къэхалъэкӏэ | къэхалъэхэкӏэ | къэхалъэхэ | къэхалъэр | къэхалъэхэр | къэхалъэу,accepted
wiktionary-02071,train,true,,wiktionary,2071,lexicon,къэхъун,"to come into existence ; to born (Humans, Plants, Animals, Fish, Birds, etc.)",verb,къэхъун,accepted
wiktionary-02072,train,true,,wiktionary,2072,lexicon,къэхын,to get irritated,verb,къэхын,accepted
wiktionary-02073,train,true,,wiktionary,2073,lexicon,къэхьпэ,whore,noun,къэхьпэ | къэхьпэхэм | къэхьпэм | къэхьпэхэр | къэхьпэхыу | къэхьпэу | къэхьпэхэкӏэ | къэхьпэр | къэхьпэкӏэ | къэхьпэхэмэ | къэхьпэхэ,accepted
wiktionary-02074,train,true,,wiktionary,2074,lexicon,къэхьын,"to bring something ; to give birth, to deliver ; to win the prize",verb,къэхьын,accepted
wiktionary-02075,train,true,,wiktionary,2075,lexicon,къэхьыо,coffee,noun,къэхьыо | къэхьыор | къэхьор | къэхьыом | къэхьыоу | къэхьыохэм | къэхьо | къэхьохэм | къэхьом | къэхьохэр | къэхьыохэкӏэ | къэхьохыу | къэхьохэ | къэхьокӏэ | къэхьохэкӏэ | къэхьыохыу | къэхьыокӏэ | къэхьохэмэ | къэхьыохэр | къэхьыохэмэ | къэхьыохэ | къэхьоу,accepted
wiktionary-02076,train,true,,wiktionary,2076,lexicon,къэхьыпакъо,whoreson,noun,къэхьыпакъо,accepted
wiktionary-02077,validation,true,,wiktionary,2077,lexicon,къэхьыпэ,(vulgar) whore,noun,къэхьыпэ,accepted
wiktionary-02078,train,true,,wiktionary,2078,lexicon,къэхьыпэрылъф,whoreson,noun,къэхьыпэрылъф,accepted
wiktionary-02079,train,true,,wiktionary,2079,lexicon,къэцы,thorn,noun,къэцы | къэцэхэмэ | къэцыэхэмэ | къэцыэм | къэцыэр | къэцыэхэм | къэцыэхэ | къэцэр | къэцэм | къэцэхыу | къэцыэхэр | къэцэхэм | къэцыэхэкӏэ | къэцыу | къэцэкӏэ | къэцыэхыу | къэцыэ | къэцэхэр | къэцэхэкӏэ | къэцыыу | къэцэхэ | къэцыэкӏэ | къэцэ | къэц,accepted
wiktionary-02080,train,true,,wiktionary,2080,lexicon,къэцыгъуан,hornet ; wasp,noun,къэцыгъуан | къэцыгъуанэхэкӏэ | къэцыгъуанэхэ | къэцыгъуанэхэм | къэцыгъуанэ | къэцыгъуанэр | къэцыгъуанэхэмэ | къэцыгъуанэм | къэцыгъуанэкӏэ | къэцыгъуанэхэр | къэцыгъуанэхыу | къэцыгъуаныу,accepted
wiktionary-02081,train,true,,wiktionary,2081,lexicon,къэшъон,to dance,verb,къэшъон,accepted
wiktionary-02082,train,true,,wiktionary,2082,lexicon,къэшъуакӏо,dancer,noun,къэшъуакӏо | къэшъуакӏом | къэшъуакӏохэ | къэшъуакӏохэмэ | къэшъуакӏохэм | къэшъуакӏохыу | къэшъуакӏохэкӏэ | къэшъуакӏокӏэ | къэшъуакӏохэр | къэшъуакӏоу | къэшъуакӏор,accepted
wiktionary-02083,validation,true,,wiktionary,2083,lexicon,къэшӏэжын,to remember ; to recognize,verb,къэшӏэжын | къэпшӏэжын,accepted
wiktionary-02084,train,true,,wiktionary,2084,lexicon,къэшӏэн,to figure out the correct answer ; to recognize,verb,къэшӏэн | къэпшӏэн | къэшӏэжьын,accepted
wiktionary-02085,train,true,,wiktionary,2085,lexicon,къэщыпын,"to pick up stuff, to gather stuff (usually by picking up, by raking up or by sweeping)",verb,къэщыпын,accepted
wiktionary-02086,train,true,,wiktionary,2086,lexicon,къэщэгъу,marriageable age for man ; the time of marriage,noun,къэщэгъу,accepted
wiktionary-02087,train,true,,wiktionary,2087,lexicon,къэщэн,fiancee ; romantic partner (boyfriend or girlfriend) ; to bring someone ; to marry a woman/girl.,noun | verb,къэщэн,accepted
wiktionary-02088,train,true,,wiktionary,2088,lexicon,кьэрхъон,swing,noun,кьэрхъон | кьэрхъонэр | кьэрхъонэкӏэ | кьэрхъонэм | кьэрхъоныу | кьэрхъонэхэ | кьэрхъонэхэмэ | кьэрхъонэхэр | кьэрхъонэ | кьэрхъонэхэм | кьэрхъонэхыу | кьэрхъонэхэкӏэ,accepted
wiktionary-02089,train,true,,wiktionary,2089,lexicon,кьэт,(Shapsug) Alternative form of чэты (čătə),noun,кьэт,accepted
wiktionary-02090,test,true,,wiktionary,2090,lexicon,кьэтжъые,chick ; nestling,noun,кьэтжъые | кьэтжъыем | кьэтжъыехэм | кьэтжъыехэкӏэ | кьэтжъыехэмэ | кьэтжъыекӏэ | кьэтжъыехэр | кьэтжъыехэ | кьэтжъыеу | кьэтжъыер | кьэтжъыехыу,accepted
wiktionary-02091,excluded_benchmark_overlap,false,exact_normalized_input_target_or_variant_overlap_with_benchmark,wiktionary,2091,lexicon,кьэтыу,cat,noun,кьэтыу | кьэтыуэ | кьэтыуэм | кьэтыуэкӏэ | кьэтыуэхыу | кьэтыуэхэм | кьэтыуыу | кьэтыуэр | кьэтыуэхэр | кьэтыуэхэкӏэ | кьэтыуэхэ | кьэтыуэхэмэ,accepted
wiktionary-02092,train,true,,wiktionary,2092,lexicon,кӏадзэ,sweat-cloth,noun,кӏадзэ,accepted
wiktionary-02093,train,true,,wiktionary,2093,lexicon,кӏай,ash tree,noun,кӏай,accepted
wiktionary-02094,train,true,,wiktionary,2094,lexicon,кӏако,short ; jacket,adj,кӏако,accepted
wiktionary-02095,train,true,,wiktionary,2095,lexicon,кӏакӏо,felt cloak,noun,кӏакӏо | кӏакӏор | кӏакӏохэр | кӏакӏокӏэ | кӏакӏохэм | кӏакӏохэмэ | кӏакӏом | кӏакӏохыу | кӏакӏоу | кӏакӏохэ | кӏакӏохэкӏэ,accepted
wiktionary-02096,validation,true,,wiktionary,2096,lexicon,кӏакӏы,short,adj,кӏакӏы,accepted
wiktionary-02097,test,true,,wiktionary,2097,lexicon,кӏалэ,boy ; young man,noun,кӏалэ | кӏалэхэм | кӏалэм | кӏалэхэ | кӏалэу | кӏалэр | кӏалэкӏэ | кӏалэхэкӏэ | кӏалэхэмэ | кӏалэхэр | кӏалэхыу,accepted
wiktionary-02098,train,true,,wiktionary,2098,lexicon,кӏапсэ,rope,noun,кӏапсэ | кӏапсэхэм | кӏапсэм | кӏьапсэхэм | кӏьапсэкӏэ | кӏапсэхэкӏэ | кӏьапсэхэ | кӏьапсэхыу | кӏьапсэхэкӏэ | кӏьапсэхэмэ | кӏапсэхыу | кӏьапсэ | кӏьапсэу | кӏьапсэм | кӏьапсэхэр | кӏапсэхэмэ | кӏапсэхэ | кӏапсэр | кӏапсэу | кӏьапсэр | кӏапсэкӏэ | кӏапсэхэр,accepted
wiktionary-02099,test,true,,wiktionary,2099,lexicon,кӏапсэрыкӏо,"tightrope walker, funambulist",noun,кӏапсэрыкӏо | кӏапсэрыкӏохэм | кӏапсэрыкӏохэ | кӏапсэрыкӏор | кӏапсэрыкӏокӏэ | кӏапсэрыкӏом | кӏапсэрыкӏоу | кӏапсэрыкӏохэр | кӏапсэрыкӏохэмэ | кӏапсэрыкӏохэкӏэ | кӏапсэрыкӏохыу,accepted
wiktionary-02100,train,true,,wiktionary,2100,lexicon,кӏапэ,fat tail,noun,кӏапэ,accepted
wiktionary-02101,excluded_benchmark_overlap,false,exact_normalized_input_target_or_variant_overlap_with_benchmark,wiktionary,2101,lexicon,кӏасэ,late,adj,кӏасэ | кӏьасэ,accepted
wiktionary-02102,train,true,,wiktionary,2102,lexicon,кӏашъо,ceiling,noun,кӏашъо | кӏьашъо,accepted
wiktionary-02103,train,true,,wiktionary,2103,lexicon,кӏежьэжьын,to return,verb,кӏежьэжьын,accepted
wiktionary-02104,train,true,,wiktionary,2104,lexicon,кӏодыгъошӏу,something or someone that is easy to lose ; something or someone that is easy to extinc,adj,кӏодыгъошӏу | кӏодыжьыгъошӏу,accepted
wiktionary-02105,train,true,,wiktionary,2105,lexicon,кӏодын,"to disappear, to vanish ; to go missing ; to get lost",verb,кӏодын | мэкӏодын,accepted
wiktionary-02106,train,true,,wiktionary,2106,lexicon,кӏожьын,to return (there),verb,кӏожьын,accepted
wiktionary-02107,train,true,,wiktionary,2107,lexicon,кӏокӏэ текӏын,"to outrun, to outdistance",verb,кӏокӏэ текӏын,accepted
wiktionary-02108,train,true,,wiktionary,2108,lexicon,кӏон,to go,verb,кӏон | шъуекӏу | къытэкӏух | шъусэкӏу | шъутэкӏу | шъузэкӏужьы | текӏу | такӏу | къысэкӏух | къысэкӏу | секӏу | утэкӏу | уакӏу | къытэкӏу | къыокӏух | шъокӏо | къышъокӏу | уекӏу | екӏух | шъукъысэкӏу | усэкӏу | шъукъытэкӏу | къышъокӏух | окӏо | узэкӏужьы | сакӏу | укъытэкӏу | къыокӏу | акӏух | тэкӏо | укъысэкӏу | макӏох | екӏу | акӏу | сэкӏо | тызэкӏужьы | шъуакӏу | сызэкӏужьы | макӏо,accepted
wiktionary-02109,train,true,,wiktionary,2109,lexicon,кӏосэн,"to turn off (lamp, fire, etc.)",verb,кӏосэн,accepted
wiktionary-02110,validation,true,,wiktionary,2110,lexicon,кӏотэн,to move,verb,кӏотэн,accepted
wiktionary-02111,train,true,,wiktionary,2111,lexicon,кӏохъун,"to lose one's way, to go astray, to get lost",verb,кӏохъун,accepted
wiktionary-02112,test,true,,wiktionary,2112,lexicon,кӏоцӏы,inside,noun,кӏоцӏы | кӏоцӏым | кӏоцӏыхэм | кӏоцӏыу | кӏоцӏыхэмэ | кӏоцӏыхыу | кӏоцӏыр | кӏоцӏыхэр | кӏоцӏыхэкӏэ | кӏоцӏыкӏэ,accepted
wiktionary-02113,validation,true,,wiktionary,2113,lexicon,кӏоцӏылъхьэн,to wrap,verb,кӏоцӏылъхьэн,accepted
wiktionary-02114,test,true,,wiktionary,2114,lexicon,кӏоцӏыхьан,to collide into ; to penetrate into ; to go within inside something,verb,кӏоцӏыхьан,accepted
wiktionary-02115,train,true,,wiktionary,2115,lexicon,кӏоцӏыщыхьан,to wrap in,verb,кӏоцӏыщыхьан,accepted
wiktionary-02116,train,true,,wiktionary,2116,lexicon,кӏоцӏыщыхьэн,"to enwrap, to envelope, to wrap",verb,кӏоцӏыщыхьэн,accepted
wiktionary-02117,train,true,,wiktionary,2117,lexicon,кӏочӏагъэ,strength,noun,кӏочӏагъэ,accepted
wiktionary-02118,train,true,,wiktionary,2118,lexicon,кӏочӏадж,"weak, fragile",adj,кӏочӏадж,accepted
wiktionary-02119,test,true,,wiktionary,2119,lexicon,кӏошын,"to move away, to live somewhere else",verb,кӏошын,accepted
wiktionary-02120,train,true,,wiktionary,2120,lexicon,кӏуадж,"impassable roads, flooded roads",noun,кӏуадж,accepted
wiktionary-02121,train,true,,wiktionary,2121,lexicon,кӏуапӏэ,crowded place,noun,кӏуапӏэ,accepted
wiktionary-02122,excluded_benchmark_overlap,false,exact_normalized_input_target_or_variant_overlap_with_benchmark,wiktionary,2122,lexicon,кӏуачӏэ,strong,adj,кӏуачӏэ,accepted
wiktionary-02123,train,true,,wiktionary,2123,lexicon,кӏурэжъый,"cart, cart for babies",noun,кӏурэжъый,accepted
wiktionary-02124,train,true,,wiktionary,2124,lexicon,кӏуснэщаб,bow,noun,кӏуснэщаб | кӏуснэщабэхэм | кӏуснэщабэхыу | кӏуснэщабэкӏэ | кӏуснэщабэр | кӏуснэщабэхэ | кӏуснэщабэхэмэ | кӏуснэщабыу | кӏуснэщабэм | кӏуснэщабэхэкӏэ | кӏуснэщабэхэр | кӏуснэщабэ,accepted
wiktionary-02125,train,true,,wiktionary,2125,lexicon,кӏыб,behind,noun,кӏыб,accepted
wiktionary-02126,train,true,,wiktionary,2126,lexicon,кӏыгъун,"to accompany, to escort ; to live with",verb,кӏыгъун,accepted
wiktionary-02127,train,true,,wiktionary,2127,lexicon,кӏыин,"to scream, to shout out really loudly",verb,кӏыин | мэкӏьыин | кӏьыин | мэкӏыин,accepted
wiktionary-02128,test,true,,wiktionary,2128,lexicon,кӏый,scream,noun,кӏый | кӏыйэхэ | кӏыйэхэр | кӏыйэхэмэ | кӏыйэм | кӏыйэкӏэ | кӏыйэхэм | кӏыйэр | кӏыйхыу | кӏыйыу | кӏыйэ | кӏыйэхэкӏэ,accepted
wiktionary-02129,train,true,,wiktionary,2129,lexicon,кӏыкӏьай,fast,adj,кӏыкӏьай,accepted
wiktionary-02130,train,true,,wiktionary,2130,lexicon,кӏымафэ,winter,noun,кӏымафэ | кӏымафэм | кӏымафэкӏэ | кӏымафэхэм | кӏымафэхэкӏэ | кӏымафэр | кӏымафэхэ | кӏымафэхэр | кӏымафэхыу | кӏымафэхэмэ | кӏымафэу,accepted
wiktionary-02131,excluded_benchmark_overlap,false,exact_normalized_input_target_or_variant_overlap_with_benchmark,wiktionary,2131,lexicon,кӏын,to leave / go away / walk away / move away ; to be grown (hair),verb,кӏын | лъыкӏын | зэбгырыкӏын | гокӏын | пыкӏьын | текӏын | жэдэкӏын | кӏоцӏы | ӏу | зэкӏэкӏын | лъы | и | кӏэлъыры | къокӏын | кӏэлъырыкӏын | бгъодэ | шъхьадэкӏын | шъхьадэ | хэ | ӏукӏын | пыкӏын | хэкӏьын | чӏэкӏын | зэбгыры | зэпыкӏьын | къыкъокӏын | те | чӏэ | дэ | хэкӏын | го | бгъодэкӏын | жэхэкӏын | шъхьапыры | зэпыкӏын | пы | шъхьапырыкӏын | зэкӏэ | жэхэ | жэдэ | дэкӏын | кӏоцӏыкӏын | икӏын | къо | къокӏьын,accepted
wiktionary-02132,test,true,,wiktionary,2132,lexicon,кӏырыун,to tug,verb,кӏырыун,accepted
wiktionary-02133,train,true,,wiktionary,2133,lexicon,кӏыфы,pale,adj,кӏыфы | кӏыфыхэ | кӏыфым | кӏыфыхэмэ | кӏыфыу | кӏыфыхэр | кӏыфыхэкӏэ | кӏыфыхыу | кӏыфыкӏэ | кӏыфыр | кӏыфыхэм,accepted
wiktionary-02134,train,true,,wiktionary,2134,lexicon,кӏыхьэ,long ; tall,adj,кӏыхьэ | кӏэхьыхэкӏэ | кӏьэхьы | кӏэхьыхэмэ | кӏэхьым | кӏэхьыхэм | кӏэхьыкӏэ | кӏэхьыхэр | кӏэхьыу | кӏэхьыхыу | кӏэхьы | кӏэхьыр,accepted
wiktionary-02135,train,true,,wiktionary,2135,lexicon,кӏыхьэлыхьэ,very long ; very tall,adj,кӏыхьэлыхьэ | кӏьэхьылэхь,accepted
wiktionary-02136,train,true,,wiktionary,2136,lexicon,кӏышъоӏот,sponge,noun,кӏышъоӏот,accepted
wiktionary-02137,train,true,,wiktionary,2137,lexicon,кӏышъу,skin ; crust (of Earth),noun,кӏышъу | кӏышъуэм | кӏышъуэ | кӏышъуэхэр | кӏышъуыу | кӏышъуэхэм | кӏышъуэхэкӏэ | кӏышъухыу | кӏышъуэр | кӏышъуэхэ | кӏышъуэкӏэ | кӏышъуэхэмэ,accepted
wiktionary-02138,train,true,,wiktionary,2138,lexicon,кӏыӏу,top ; surface,noun,кӏыӏу,accepted
wiktionary-02139,train,true,,wiktionary,2139,lexicon,кӏьако,short,adj,кӏьако,accepted
wiktionary-02140,train,true,,wiktionary,2140,lexicon,кӏьэ,"tail ; seed ; (Kfar Kama dialect) (vulgar, slang) dick (penis)",noun,кӏьэ | кӏьэхэ | кӏьэхэмэ | кӏьэхэкӏэ | кӏьэм | кӏьэхэм | кӏьэкӏэ | кӏьэхыу | кӏьэу | кӏьэр | кӏьэхэр,accepted
wiktionary-02141,train,true,,wiktionary,2141,lexicon,кӏьэ тримылъхьэн,"(vulgar, slang) to not care, to give a shit about",verb,кӏьэ тримылъхьэн,accepted
wiktionary-02142,train,true,,wiktionary,2142,lexicon,кӏьэрыт,worthless,noun,кӏьэрыт,accepted
wiktionary-02143,excluded_benchmark_overlap,false,exact_normalized_input_target_or_variant_overlap_with_benchmark,wiktionary,2143,lexicon,кӏэ,"tail ; seed ; (Kfar Kama dialect) (vulgar, slang) dick (penis) ; new, fresh ; modern",noun | adj,кӏэ | кӏэхэм | кӏэу | кӏэхэмэ | кӏэм | кӏэхэр | кӏэкӏэ | кӏэхыу | кӏэхэкӏэ | кӏэр | кӏэхэ,accepted
wiktionary-02144,test,true,,wiktionary,2144,lexicon,кӏэгъожьын,to regret,verb,кӏэгъожьын,accepted
wiktionary-02145,train,true,,wiktionary,2145,lexicon,кӏэгъэгъожьын,to make someone regret,verb,кӏэгъэгъожьын,accepted
wiktionary-02146,train,true,,wiktionary,2146,lexicon,кӏэджэн,to announce ; to declare openly ; to inform widely about,verb,кӏэджэн | кӏэгьэн,accepted
